"EDENFIELD (NEW HALL NURSERIES)",,,,,,,,,,,,
Grid ref,SD807197,Long,-2.293620,Lat,53.673410,,,,,,,
Station no,2907/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.13,5.78,2.58,5.26,2.80,6.61,5.04,5.67,3.50,6.42,,
February,4.05,1.36,1.63,3.85,1.95,1.35,3.44,7.91,0.80,4.20,,
March,5.04,3.27,3.20,3.13,2.11,1.95,4.62,2.40,2.41,1.41,,
April,3.02,4.53,4.05,0.83,2.93,3.20,0.61,1.88,4.15,3.73,,
May,1.79,2.86,2.93,3.66,4.94,2.42,2.57,5.84,1.48,2.30,,
June,1.24,5.17,3.63,3.57,3.37,2.71,2.74,5.14,3.79,1.55,,
July,4.07,2.29,7.28,6.45,1.48,6.59,6.91,4.12,4.80,9.21,,
August,5.15,6.22,5.66,7.03,1.54,12.83,7.70,3.25,0.85,5.60,,
September,4.28,4.79,5.10,5.76,4.64,4.13,6.89,6.20,0.40,3.30,,
October,0.85,6.14,2.38,9.67,2.89,4.27,7.85,4.83,6.23,5.53,,
November,10.81,3.07,6.45,7.41,2.73,2.59,2.82,2.07,5.51,8.83,,
December,10.72,5.08,2.51,7.87,6.36,5.61,6.38,5.88,12.00,6.47,,
Total,56.15,50.56,47.40,64.49,37.74,54.26,57.57,57.19,45.92,58.55,,
Calc annual,56.15,50.56,47.40,64.49,37.74,54.26,57.57,55.19,45.92,58.55,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,2.00,0.00,0.00,,
