"ALTON (LASHAM PUMPING STATION)",,,,,,,,,,,,
Grid ref,SU685413,Long,-1.021674,Lat,51.166852,,,,,,,
Station no,744/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,3.38,4.77,2.66,4.23,3.90,4.12,,
February,,,,,1.50,0.22,4.26,3.03,0.22,3.75,,
March,,,,,1.31,1.09,2.10,1.62,3.39,1.71,,
April,,,,,0.44,1.49,0.32,0.85,3.73,1.37,,
May,,,,,4.51,0.30,1.32,2.31,0.77,1.41,,
June,,,,,2.89,2.37,1.43,3.28,1.07,2.14,,
July,,,,,0.90,4.85,4.23,1.66,2.39,4.03,,
August,,,,3.55,1.09,4.95,3.01,3.25,2.57,4.35,,
September,,,,2.55,1.88,4.19,2.80,4.63,0.08,4.47,,
October,,,,3.27,5.16,3.05,2.64,3.11,3.14,9.52,,
November,,,,6.49,2.87,0.87,3.23,2.77,3.69,5.57,,
December,,,,3.56,4.17,5.68,3.32,3.61,7.33,4.20,,
Total,,,,,30.10,33.83,31.32,34.35,32.28,46.64,,
Calc annual,0.00,0.00,0.00,19.42,30.10,33.83,31.32,34.35,32.28,46.64,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,,
