"REIGATE (CASTLE GROUNDS)",,,,,,,,,,,,
Grid ref,TQ253504,Long,-0.206461,Lat,51.239029,,,,,,,
Station no,121,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.30,2.12,1.31,1.51,3.02,4.54,2.18,3.31,3.19,2.59,,
February,6.29,0.79,1.36,2.11,1.61,0.39,4.09,2.54,0.11,2.26,,
March,3.71,3.21,0.42,2.49,1.44,0.92,2.08,1.90,2.21,1.81,,
April,2.89,1.54,2.38,0.35,0.34,2.25,0.26,1.03,2.40,0.97,,
May,2.62,1.75,1.82,2.27,3.86,0.34,1.37,2.30,0.86,1.46,,
June,1.20,1.65,1.86,4.31,2.09,2.97,1.39,3.90,2.27,1.54,,
July,2.48,0.77,3.68,3.30,1.84,4.37,3.75,1.92,0.91,3.33,,
August,4.40,2.93,1.66,2.58,1.26,2.91,2.58,3.23,1.18,3.09,,
September,2.83,2.47,3.76,2.02,2.03,2.45,2.43,6.87,0.11,3.19,,
October,1.10,3.26,3.89,2.51,4.67,1.32,2.88,3.65,2.92,6.68,,
November,6.53,3.36,1.66,5.54,1.32,0.88,2.83,2.17,3.08,4.88,,
December,3.18,2.30,0.66,2.60,2.85,4.04,2.03,3.64,4.89,3.07,,
Total,40.53,26.15,24.46,31.59,26.33,27.38,27.87,36.46,24.13,34.87,,
Calc annual,40.53,26.15,24.46,31.59,26.33,27.38,27.87,36.46,24.13,34.87,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
