"ROTHWELL (LEMONROYD SEW. WORKS)",,,,,,,,,,,,
Grid ref,SE375282,Long,-1.432825,Lat,53.748829,,,,,,,
Station no,3263/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.94,1.86,0.38,2.00,1.75,3.35,0.96,2.21,2.20,4.77,,
February,2.53,0.51,1.91,2.30,1.77,0.84,2.30,3.92,0.06,1.45,,
March,2.79,1.90,0.57,1.67,2.04,0.56,1.51,1.86,0.97,1.70,,
April,0.95,1.08,2.13,0.31,0.63,2.16,0.13,0.51,4.26,0.55,,
May,4.57,1.35,2.02,3.73,2.36,0.61,1.06,2.56,0.63,0.89,,
June,0.64,1.99,2.03,1.60,1.55,2.54,2.07,3.69,1.95,0.77,,
July,3.30,1.14,2.16,1.18,0.87,4.87,3.07,4.20,1.20,2.80,,
August,5.93,1.47,2.69,4.83,0.62,5.68,4.39,2.76,0.70,4.44,,
September,2.31,1.81,1.25,2.19,1.40,2.51,3.43,2.91,0.14,3.43,,
October,1.18,3.49,1.54,3.30,1.90,1.01,1.13,1.40,1.69,5.91,,
November,6.21,1.17,2.01,3.80,1.91,0.39,1.88,0.83,3.12,4.25,,
December,2.03,1.77,1.27,2.39,2.66,2.22,2.94,3.26,3.05,2.40,,
Total,34.38,19.54,19.96,29.30,19.46,26.74,24.87,30.11,19.97,33.36,,
Calc annual,34.38,19.54,19.96,29.30,19.46,26.74,24.87,30.11,19.97,33.36,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
