"RUGBY (BRAUNSTON RECTORY)",,,,,,,,,,,,
Grid ref,SP512749,Long,-1.249423,Lat,52.369763,,,,,,,
Station no,1087/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.55,1.83,1.43,1.05,1.96,3.93,1.15,3.40,,,,
February,3.47,0.72,1.34,2.78,1.44,0.59,2.56,2.88,,,,
March,3.80,2.19,1.17,2.70,2.27,0.92,1.79,1.90,,,,
April,3.12,2.35,2.15,0.43,1.00,0.76,0.38,1.04,,,,
May,3.02,2.86,1.37,2.59,5.05,0.40,1.32,2.52,,,,
June,0.93,1.77,2.10,3.55,2.56,2.92,2.19,5.98,,,,
July,0.82,0.43,2.66,3.31,0.26,3.21,2.19,4.23,,,,
August,6.21,4.97,2.53,3.67,0.47,4.59,3.44,2.39,,,,
September,2.04,2.10,2.01,2.11,1.65,2.31,5.07,3.09,,,,
October,1.15,3.65,3.05,3.00,1.60,1.57,1.39,,,,,
November,5.84,2.82,1.44,5.64,1.30,0.78,1.86,,,,,
December,1.94,2.68,0.99,1.86,1.84,3.22,2.57,,,,,
Total,34.89,28.37,22.24,32.69,21.40,25.20,25.91,,,,,
Calc annual,34.89,28.37,22.24,32.69,21.40,25.20,25.91,27.43,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
