"HARRINGAY (WIGHTMAN ROAD)",,,,,,,,,,,,
Grid ref,TQ312889,Long,-0.107759,Lat,51.583694,,,,,,,
Station no,881/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.89,1.69,0.83,0.93,2.56,-999.00,,,,,,
February,5.10,0.79,1.63,2.50,1.77,-999.00,,,,,,
March,3.48,2.64,0.38,2.40,1.26,-999.00,,,,,,
April,2.84,1.36,2.53,0.30,0.43,-999.00,,,,,,
May,2.11,1.14,1.25,1.92,4.69,-999.00,,,,,,
June,1.19,1.59,1.53,3.74,2.42,-999.00,,,,,,
July,1.25,0.62,3.97,2.62,0.31,-999.00,,,,,,
August,5.04,2.58,1.94,3.68,1.56,-999.00,,,,,,
September,2.48,3.43,1.63,1.64,1.87,-999.00,,,,,,
October,0.88,2.68,3.06,2.16,2.91,-999.00,,,,,,
November,5.10,3.34,0.72,3.81,0.71,-999.00,,,,,,
December,1.71,2.23,0.67,2.07,1.96,-999.00,,,,,,
Total,34.07,24.09,20.14,27.77,22.45,-999.00,,,,,,
Calc annual,34.07,24.09,20.14,27.77,22.45,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,-0.00,-999.00,NaN,NaN,NaN,NaN,,
