"LANGPORT (THE GRANGE)",,,,,,,,,,,,
Grid ref,ST407266,Long,-2.847101,Lat,51.035686,,,,,,,
Station no,2073/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.19,2.35,0.60,1.83,,,,,,,,
February,3.03,0.56,1.25,2.32,,,,,,,,
March,2.78,2.17,0.51,3.68,,,,,,,,
April,2.74,1.78,2.52,0.24,,,,,,,,
May,2.48,3.73,1.83,1.71,,,,,,,,
June,1.21,1.83,2.31,2.79,,,,,,,,
July,2.29,0.41,2.32,2.57,,,,,,,,
August,3.56,3.73,2.70,,,,,,,,,
September,2.84,3.46,1.89,,,,,,,,,
October,0.86,3.42,2.42,,,,,,,,,
November,6.53,3.93,1.47,,,,,,,,,
December,2.34,2.24,0.66,,,,,,,,,
Total,32.85,29.61,20.48,,,,,,,,,
Calc annual,32.85,29.61,20.48,15.14,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
