"SCUNTHORPE (BRUMBY SEC. MOD. SCHOOL)",,,,,,,,,,,,
Grid ref,SE897098,Long,-0.646737,Lat,53.577137,,,,,,,
Station no,2585/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.55,1.68,0.91,,,,,,,,,
February,2.45,0.51,1.74,2.20,,,,,,,,
March,3.31,2.25,0.54,1.40,,,,,,,,
April,0.70,1.18,2.00,0.04,,,,,,,,
May,3.72,1.33,2.44,3.00,,,,,,,,
June,0.99,2.55,1.32,,,,,,,,,
July,1.01,2.03,2.20,,,,,,,,,
August,4.97,1.18,,,,,,,,,,
September,1.34,1.95,,,,,,,,,,
October,1.29,2.04,,,,,,,,,,
November,4.36,2.23,,,,,,,,,,
December,1.27,1.62,,,,,,,,,,
Total,26.96,20.55,,,,,,,,,,
Calc annual,26.96,20.55,11.15,6.64,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
