"BURBAGE (UPPER BURBAGE CHURCH)",,,,,,,,,,,,
Grid ref,SK263828,Long,-1.606458,Lat,53.341451,,,,,,,
Station no,3106/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,3.59,,,,
February,,,,,,,,5.82,,,,
March,,,,,,,,2.90,,,,
April,,,,,,,,1.24,,,,
May,,,,,,,,3.61,,,,
June,,,,,,,,5.77,,,,
July,,,,,,,,9.79,,,,
August,,,,,,,,2.68,,,,
September,,,,,,,,3.68,,,,
October,,,,,,,,3.16,,,,
November,,,,,,,,1.18,,,,
December,,,,,,,,4.74,,,,
Total,,,,,,,,48.16,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.16,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
