"BELPER (HERBERT STRUTT SCHOOL)",,,,,,,,,,,,
Grid ref,SK346468,Long,-1.485687,Lat,53.017388,,,,,,,
Station no,2664,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.61,2.71,0.59,1.23,2.80,4.53,1.81,2.68,2.16,5.53,,
February,3.16,0.79,2.24,2.69,1.98,1.05,2.87,4.99,0.10,2.21,,
March,4.10,2.50,1.73,2.27,3.29,0.97,2.67,1.06,1.75,1.91,,
April,1.69,2.21,2.70,0.43,1.23,1.75,0.10,0.72,2.66,1.63,,
May,2.55,2.87,2.43,2.97,2.95,0.51,0.70,2.31,0.44,1.93,,
June,2.56,2.30,3.13,3.95,3.40,3.10,0.89,3.79,1.05,2.20,,
July,0.68,0.98,2.25,1.91,0.62,3.72,,3.65,1.53,3.25,,
August,5.62,1.60,2.65,3.59,0.89,4.86,,2.13,0.95,4.08,,
September,2.05,1.69,1.23,3.64,1.92,3.10,6.00,2.72,0.12,4.12,,
October,0.64,3.73,2.09,3.62,2.74,1.16,,2.40,2.03,6.23,,
November,6.25,1.66,2.02,4.88,2.74,1.14,,1.14,2.84,3.50,,
December,2.36,2.85,0.95,3.11,,3.52,2.46,3.63,4.44,3.37,,
Total,34.27,25.89,24.01,34.29,,29.41,,31.22,20.07,39.96,,
Calc annual,34.27,25.89,24.01,34.29,24.56,29.41,17.50,31.22,20.07,39.96,,
Difference,0.00,-0.00,0.00,0.00,NaN,-0.00,NaN,0.00,0.00,0.00,,
