"ROTHERHAM (ULLEY RESERVOIR)",,,,,,,,,,,,
Grid ref,SK453876,Long,-1.320425,Lat,53.383312,,,,,,,
Station no,3129,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.88,2.08,0.32,1.14,2.13,3.74,1.06,2.23,1.97,3.53,,
February,3.09,0.20,1.87,2.24,2.30,1.22,2.30,3.44,0.05,2.41,,
March,2.79,1.71,0.89,1.62,2.65,0.75,1.30,1.56,1.14,1.75,,
April,0.87,1.28,2.10,0.14,0.53,2.42,0.03,0.53,2.42,0.73,,
May,3.20,1.78,1.80,4.18,2.70,0.18,1.07,2.29,0.78,1.40,,
June,0.42,1.44,0.87,1.49,2.69,2.93,1.22,4.81,0.88,0.93,,
July,1.74,1.74,2.34,1.50,0.76,3.52,3.16,4.95,0.51,2.39,,
August,5.14,0.99,1.69,5.56,0.38,5.40,4.45,1.85,0.96,4.06,,
September,1.54,1.98,1.64,1.31,0.49,3.34,3.41,1.93,0.00,4.39,,
October,0.95,4.03,1.87,3.46,1.60,0.89,1.08,1.67,1.95,5.71,,
November,6.04,1.51,1.28,5.06,2.36,0.57,2.43,0.50,3.42,3.67,,
December,1.63,1.64,1.16,2.32,2.11,2.73,2.16,3.26,2.80,2.12,,
Total,29.29,20.38,17.83,30.02,20.70,27.69,23.67,29.02,16.88,33.09,,
Calc annual,29.29,20.38,17.83,30.02,20.70,27.69,23.67,29.02,16.88,33.09,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
