"PEEBLES (KINGSMEADOWS)",,,,,,,,,,,,
Grid ref,NT258399,Long,-3.180549,Lat,55.646953,,,,,,,
Station no,5074/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.62,,,,,,,,,,,
February,3.16,,,,,,,,,,,
March,2.30,,,,,,,,,,,
April,3.37,,,,,,,,,,,
May,3.41,,,,,,,,,,,
June,1.37,,,,,,,,,,,
July,2.73,,,,,,,,,,,
August,3.77,,,,,,,,,,,
September,1.87,,,,,,,,,,,
October,0.41,,,,,,,,,,,
November,7.64,,,,,,,,,,,
December,3.61,,,,,,,,,,,
Total,37.26,,,,,,,,,,,
Calc annual,37.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
