"SHAWBURY AIRFIELD",,,,,,,,,,,,
Grid ref,SJ553220,Long,-2.664337,Lat,52.793703,,,,,,,
Station no,2304/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.67,2.38,0.75,2.27,2.41,2.92,1.22,2.49,3.70,3.99,,
February,1.85,0.35,1.39,2.46,1.23,0.35,1.98,3.47,0.19,1.95,,
March,4.08,1.32,0.98,1.78,2.59,0.79,1.63,0.97,1.79,1.37,,
April,1.80,1.90,2.62,0.35,1.24,1.67,0.25,0.47,3.01,1.42,,
May,2.88,2.11,2.05,2.27,3.55,0.33,1.30,2.04,1.87,1.65,,
June,1.06,1.69,2.39,2.21,2.78,1.69,1.37,4.37,2.43,2.18,,
July,1.90,0.92,2.58,2.52,0.58,2.67,3.67,6.26,1.49,3.33,,
August,3.49,2.48,1.98,3.79,1.38,4.48,5.02,2.45,0.77,3.84,,
September,1.94,1.39,2.17,2.08,2.09,2.14,5.19,5.72,0.29,4.60,,
October,1.08,4.21,1.95,4.77,1.06,1.83,1.57,1.95,2.22,4.18,,
November,5.07,2.24,1.95,4.31,1.43,0.73,1.50,1.78,2.30,3.94,,
December,2.34,2.61,0.93,2.16,2.22,1.98,0.90,2.49,4.35,2.60,,
Total,29.16,23.60,21.74,30.98,22.56,21.58,25.60,34.46,24.41,35.05,,
Calc annual,29.16,23.60,21.74,30.97,22.56,21.58,25.60,34.46,24.41,35.05,,
Difference,-0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,
