"NEW RADNOR (HARPTON COURT GARDENS)",,,,,,,,,,,,
Grid ref,SO234598,Long,-3.122983,Lat,52.231048,,,,,,,
Station no,4224,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.15,4.93,,,,,,,,,,
February,4.41,1.55,,,,,,,,,,
March,5.48,2.36,,,,,,,,,,
April,3.55,2.28,,,,,,,,,,
May,3.41,3.36,,,,,,,,,,
June,0.64,2.65,,,,,,,,,,
July,1.23,1.42,,,,,,,,,,
August,4.23,4.45,,,,,,,,,,
September,2.74,3.52,,,,,,,,,,
October,1.03,6.39,,,,,,,,,,
November,10.89,3.60,,,,,,,,,,
December,3.83,4.47,,,,,,,,,,
Total,46.59,40.98,,,,,,,,,,
Calc annual,46.59,40.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
