"OXFORD (KENNINGTON NURSERY)",,,,,,,,,,,,
Grid ref,SP518029,Long,-1.251500,Lat,51.722438,,,,,,,
Station no,830,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.67,1.45,0.78,1.11,2.96,4.15,2.00,3.84,3.26,3.23,,
February,3.48,0.49,1.31,2.11,1.17,0.41,3.74,2.52,0.04,1.74,,
March,3.71,2.27,0.66,2.34,1.27,0.58,1.59,1.20,3.17,0.92,,
April,2.46,1.60,2.20,0.40,0.80,1.54,0.57,1.29,2.48,0.80,,
May,2.35,2.07,1.72,2.02,4.67,0.20,1.86,1.97,0.92,2.64,,
June,1.23,1.02,2.07,3.41,2.69,2.57,2.29,3.77,0.98,3.73,,
July,1.24,0.32,3.58,2.18,0.20,2.04,3.13,2.59,2.02,4.70,,
August,4.23,3.75,2.33,3.80,0.44,4.24,2.94,3.22,2.00,2.10,,
September,2.41,1.10,2.15,2.01,2.16,2.65,3.72,3.48,0.21,5.18,,
October,0.97,3.06,2.60,1.89,1.71,1.98,2.19,2.73,1.97,5.41,,
November,5.05,3.43,1.53,4.37,1.31,0.78,1.89,3.02,1.84,4.36,,
December,1.78,2.42,0.65,2.08,3.20,3.57,2.05,2.72,4.88,4.39,,
Total,31.58,22.98,21.58,27.72,22.58,24.71,27.97,32.35,23.77,39.20,,
Calc annual,31.58,22.98,21.58,27.72,22.58,24.71,27.97,32.35,23.77,39.20,,
Difference,-0.00,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
