"HOOTON (WATERWORKS)",,,,,,,,,,,,
Grid ref,SJ351780,Long,-2.975158,Lat,53.294965,,,,,,,
Station no,2783,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.82,3.08,0.93,2.36,1.96,3.34,1.29,2.70,3.32,4.72,,
February,2.47,0.83,1.20,2.39,2.20,0.40,2.12,4.45,0.29,1.95,,
March,4.67,1.25,0.81,2.02,2.15,1.10,1.56,1.67,1.39,1.51,,
April,1.24,1.61,2.28,0.70,1.70,2.28,0.51,0.50,2.92,1.12,,
May,3.05,2.45,1.79,3.08,2.25,0.85,1.40,2.83,1.39,2.02,,
June,1.20,1.92,1.69,4.05,3.76,2.25,1.27,4.65,2.33,0.91,,
July,1.35,2.12,2.74,4.63,0.55,5.04,3.63,3.33,3.45,3.37,,
August,4.69,1.82,3.05,3.66,1.00,10.06,4.29,3.58,1.42,4.66,,
September,2.47,4.15,3.08,2.44,2.44,2.17,7.12,4.40,0.22,3.29,,
October,0.97,3.63,1.46,5.67,1.90,2.55,1.98,2.64,2.23,4.07,,
November,6.16,2.54,2.43,5.64,1.60,1.39,0.85,2.04,4.23,4.66,,
December,3.77,3.48,1.57,3.64,3.03,2.68,2.42,2.98,3.98,2.93,,
Total,33.86,28.88,23.03,40.28,24.54,34.11,28.44,35.77,27.17,35.21,,
Calc annual,33.86,28.88,23.03,40.28,24.54,34.11,28.44,35.77,27.17,35.21,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,,
