"BOTLEY (HORTICULTURAL EXPER. STN.)",,,,,,,,,,,,
Grid ref,SU505128,Long,-1.283054,Lat,50.912465,,,,,,,
Station no,694/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.39,,,,,,,,,,,
February,5.73,,,,,,,,,,,
March,3.75,,,,,,,,,,,
April,2.82,,,,,,,,,,,
May,2.51,,,,,,,,,,,
June,1.40,,,,,,,,,,,
July,2.00,,,,,,,,,,,
August,3.33,,,,,,,,,,,
September,3.54,,,,,,,,,,,
October,1.03,,,,,,,,,,,
November,8.10,,,,,,,,,,,
December,2.68,,,,,,,,,,,
Total,40.28,,,,,,,,,,,
Calc annual,40.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
