"BOLTON (BRADSHAWGATE)",,,,,,,,,,,,
Grid ref,SD721091,Long,-2.422840,Lat,53.577748,,,,,,,
Station no,2846,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.80,5.32,1.92,4.59,2.55,5.50,3.56,,3.05,5.92,,
February,2.61,1.14,1.75,3.75,2.74,0.91,2.58,,0.54,2.83,,
March,5.35,2.42,2.20,3.08,2.08,1.89,3.91,,1.32,1.10,,
April,2.72,3.80,3.41,0.91,2.80,3.13,0.45,,3.14,2.38,,
May,2.46,2.30,2.31,2.26,3.98,1.36,1.18,,1.67,2.20,,
June,1.24,3.77,1.93,3.93,3.02,2.36,2.28,,2.06,1.47,,
July,3.39,2.23,5.08,6.42,0.99,6.70,6.07,,3.30,7.01,,
August,4.83,4.13,5.37,6.17,1.07,11.82,6.33,,0.46,5.35,,
September,3.32,3.89,4.14,4.39,3.49,3.62,7.59,,0.24,3.31,,
October,1.02,4.60,1.52,7.85,2.73,3.46,5.48,,4.58,4.46,,
November,9.86,3.02,5.03,6.87,2.32,1.83,2.04,,4.39,6.83,,
December,8.19,4.99,1.78,6.38,6.06,3.78,3.35,,7.17,4.34,,
Total,49.79,41.61,36.44,56.60,33.83,46.36,44.82,,31.92,47.20,,
Calc annual,49.79,41.61,36.44,56.60,33.83,46.36,44.82,0.00,31.92,47.20,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,NaN,0.00,0.00,,
