"WOODHOUSE (COISLEY HILL WORKS)",,,,,,,,,,,,
Grid ref,SK414843,Long,-1.379485,Lat,53.353970,,,,,,,
Station no,3111/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.54,2.79,0.76,1.96,2.76,5.15,1.06,2.76,2.73,4.80,,
February,2.92,0.48,1.64,2.61,2.32,1.77,2.44,3.55,0.13,2.35,,
March,3.17,2.07,1.27,2.38,3.17,0.63,1.57,1.44,1.42,1.59,,
April,0.58,1.55,2.21,0.30,0.65,2.49,0.12,0.61,2.69,1.09,,
May,3.50,1.69,1.51,4.68,3.62,0.36,0.90,2.15,0.87,1.61,,
June,0.50,1.39,1.21,2.20,2.97,4.09,1.18,5.00,1.00,1.16,,
July,2.02,2.41,2.82,1.71,1.06,4.50,3.12,5.42,0.88,2.52,,
August,5.21,1.16,2.17,5.86,0.53,5.89,3.43,2.71,0.72,3.39,,
September,1.51,2.45,1.45,1.90,1.20,3.03,4.11,2.63,0.01,4.36,,
October,1.16,4.31,1.66,3.35,1.82,1.35,1.18,2.69,2.24,6.05,,
November,6.51,1.59,1.39,6.59,2.58,0.60,2.49,0.70,3.34,4.29,,
December,2.44,1.86,1.09,2.93,2.92,3.09,2.59,3.63,3.45,2.96,,
Total,32.06,23.75,19.18,36.47,25.60,32.95,24.19,33.29,19.48,36.17,,
Calc annual,32.06,23.75,19.18,36.47,25.60,32.95,24.19,33.29,19.48,36.17,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
