"WEST BYFLEET (CO.SEC SCHOOL) SURREY",,,,,,,,,,,,
Grid ref,TQ045612,Long,-0.501143,Lat,51.340293,,,,,,,
Station no,228/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.15,1.60,0.90,,,,,,,,,
February,5.78,0.89,1.25,,,,,,,,,
March,3.58,2.13,0.44,,,,,,,,,
April,2.78,1.56,1.74,,,,,,,,,
May,2.42,1.78,1.63,,,,,,,,,
June,1.03,2.18,1.69,,,,,,,,,
July,1.49,0.55,4.35,,,,,,,,,
August,3.23,3.53,1.78,,,,,,,,,
September,3.40,3.42,1.99,,,,,,,,,
October,0.93,2.92,2.97,,,,,,,,,
November,5.80,3.47,1.29,,,,,,,,,
December,1.95,2.42,0.80,,,,,,,,,
Total,35.54,26.45,20.74,,,,,,,,,
Calc annual,35.54,26.45,20.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
