"BOLTON (HEATON RESERVOIR)",,,,,,,,,,,,
Grid ref,SD687096,Long,-2.474238,Lat,53.582049,,,,,,,
Station no,2847,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.65,4.50,2.59,4.82,3.15,6.00,3.65,4.18,3.10,6.22,,
February,2.90,1.52,1.99,3.95,2.82,1.14,2.84,7.70,0.83,3.01,,
March,5.83,2.60,2.38,3.00,2.21,2.11,3.75,2.15,1.93,1.67,,
April,2.55,4.22,3.08,1.27,3.25,3.95,0.67,1.79,3.29,2.43,,
May,3.01,2.44,2.83,2.94,4.42,1.54,1.82,4.65,2.05,2.77,,
June,1.73,4.34,2.58,4.56,3.54,3.16,2.58,5.78,2.87,1.77,,
July,3.63,2.83,5.31,7.41,1.12,7.76,6.55,4.92,5.04,8.28,,
August,5.63,5.05,5.65,6.08,1.49,11.96,7.10,5.26,0.50,6.08,,
September,3.45,4.84,4.90,4.91,4.69,4.44,8.18,5.07,0.33,4.02,,
October,1.34,4.85,2.29,8.61,2.61,3.64,5.84,4.84,4.69,5.15,,
November,9.26,3.63,4.89,7.26,2.51,2.24,2.23,2.17,4.59,7.66,,
December,8.65,4.76,2.05,6.98,6.79,4.20,5.49,4.49,7.07,4.79,,
Total,52.63,45.58,40.54,61.79,38.60,52.14,50.70,53.00,36.29,53.85,,
Calc annual,52.63,45.58,40.54,61.79,38.60,52.14,50.70,53.00,36.29,53.85,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
