"KILBIRNIE (PUNDEAVON RESERVOIR 1.)",,,,,,,,,,,,
Grid ref,NS294577,Long,-4.721987,Lat,55.782427,,,,,,,
Station no,5253/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,9.95,8.75,3.35,8.00,3.75,5.70,,,,5.68,,
February,4.30,4.40,3.80,7.36,3.20,3.10,,,,7.03,,
March,5.42,4.70,1.45,4.42,1.60,2.24,,,,2.70,,
April,5.30,2.70,2.85,2.75,6.07,1.10,,,,8.60,,
May,2.30,1.92,2.65,1.50,4.20,3.85,,,,3.30,,
June,3.30,3.78,2.20,3.10,3.60,2.20,,,,4.85,,
July,7.45,5.20,6.85,4.55,1.75,4.60,,,,7.20,,
August,6.80,6.77,4.10,5.62,1.55,3.90,,,2.65,6.02,,
September,7.60,4.75,7.50,7.05,5.30,3.70,,,2.05,5.30,,
October,2.30,6.70,3.65,10.00,4.70,2.20,,,10.23,3.76,,
November,9.85,3.60,8.40,6.75,2.60,2.15,,,8.54,10.00,,
December,14.03,8.90,5.98,7.20,4.90,6.30,,,12.22,11.70,,
Total,78.60,62.17,52.78,68.30,43.22,41.04,,,,76.14,,
Calc annual,78.60,62.17,52.78,68.30,43.22,41.04,0.00,0.00,35.69,76.14,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,0.00,,
