"AUCHTERHOUSE",,,,,,,,,,,,
Grid ref,NO347392,Long,-3.063472,Lat,56.540247,,,,,,,
Station no,5593/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,5.30,,
February,,,,,,,,,,3.48,,
March,,,,,,,,,,2.62,,
April,,,,,,,,,3.56,3.57,,
May,,,,,,,,,0.71,2.94,,
June,,,,,,,,,2.99,3.62,,
July,,,,,,,,,3.53,3.46,,
August,,,,,,,,,0.96,5.30,,
September,,,,,,,,,0.82,2.03,,
October,,,,,,,,,2.66,8.26,,
November,,,,,,,,,7.13,3.91,,
December,,,,,,,,,7.72,2.49,,
Total,,,,,,,,,,46.98,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.08,46.98,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
