"WROUGHTON (BASSET DOWN HO.)",,,,,,,,,,,,
Grid ref,SU114801,Long,-1.837092,Lat,51.519706,,,,,,,
Station no,1496,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.22,2.07,,,,,,,,,,
February,4.75,0.71,,,,,,,,,,
March,3.80,3.26,,,,,,,,,,
April,2.97,1.77,,,,,,,,,,
May,2.51,3.53,,,,,,,,,,
June,1.04,1.99,,,,,,,,,,
July,0.93,0.32,,,,,,,,,,
August,5.00,5.11,,,,,,,,,,
September,3.43,1.93,,,,,,,,,,
October,0.90,3.98,,,,,,,,,,
November,6.76,4.62,,,,,,,,,,
December,2.38,2.80,,,,,,,,,,
Total,37.69,32.09,,,,,,,,,,
Calc annual,37.69,32.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
