"BETHNAL GREEN VICTORIA PARK",,,,,,,,,,,,
Grid ref,TQ355835,Long,-0.047814,Lat,51.534152,,,,,,,
Station no,53,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.89,1.91,0.94,1.32,2.77,3.51,1.34,2.25,2.03,1.71,,
February,5.57,0.71,1.43,2.22,1.11,0.16,3.20,2.57,0.08,2.02,,
March,3.44,2.98,0.55,1.98,0.89,1.23,1.27,1.25,1.69,1.75,,
April,3.05,1.14,2.63,0.33,0.38,1.16,0.20,1.78,2.13,0.45,,
May,1.87,0.74,1.29,1.77,5.35,0.66,1.53,2.39,0.94,2.17,,
June,1.14,2.37,1.90,3.21,2.22,2.57,0.99,5.24,1.08,1.66,,
July,1.69,0.73,3.86,2.94,0.45,4.66,3.78,2.13,1.61,2.60,,
August,3.79,2.71,2.15,2.99,1.21,4.88,1.74,3.33,3.78,2.64,,
September,3.82,2.68,1.94,1.87,2.27,2.74,1.81,4.11,0.07,5.22,,
October,0.88,2.06,3.25,2.66,2.89,2.09,2.16,2.35,2.01,5.42,,
November,4.87,4.09,1.01,3.52,0.22,0.48,2.09,1.92,3.09,3.82,,
December,1.83,2.48,0.74,1.47,1.90,2.53,1.73,2.99,3.43,2.40,,
Total,34.84,24.60,21.69,26.28,21.66,26.67,21.84,32.31,21.94,31.86,,
Calc annual,34.84,24.60,21.69,26.28,21.66,26.67,21.84,32.31,21.94,31.86,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
