"HASLINGDEN",,,,,,,,,,,,
Grid ref,SD783239,Long,-2.330243,Lat,53.711065,,,,,,,
Station no,2923,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.48,5.46,2.04,3.90,3.00,5.50,4.33,6.64,,8.26,,
February,4.13,1.90,2.01,3.67,2.45,1.61,3.34,10.01,0.62,4.21,,
March,4.97,2.46,2.52,3.34,2.51,1.65,4.91,2.22,3.03,1.19,,
April,3.36,3.94,4.07,0.85,3.45,3.14,0.61,1.78,3.98,3.60,,
May,1.53,2.45,2.49,3.32,5.14,2.10,2.10,5.80,0.84,2.90,,
June,1.45,4.26,3.63,3.24,4.27,2.63,2.36,4.39,4.08,1.72,,
July,4.54,2.31,5.65,5.91,1.20,6.07,7.05,4.26,4.97,7.23,,
August,5.63,4.57,4.87,6.71,1.61,10.76,5.97,4.26,0.77,6.46,,
September,4.29,4.16,5.17,6.59,4.34,4.16,7.58,6.12,0.37,1.84,,
October,0.98,5.71,2.34,9.09,2.96,3.73,7.32,5.94,6.18,4.43,,
November,10.02,2.59,5.97,8.12,2.82,2.50,1.78,2.49,6.40,-999.00,,
December,10.45,4.73,2.43,7.00,6.29,5.83,100.00,5.18,11.68,-999.00,,
Total,56.83,44.54,43.19,61.74,40.04,49.68,-999.00,59.09,,-999.00,,
Calc annual,56.83,44.54,43.19,61.74,40.04,49.68,147.35,59.09,42.92,41.84,,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-1146.35,0.00,NaN,-1040.84,,
