"BOLTON W.W (HULTON PASTURE) NO.2",,,,,,,,,,,,
Grid ref,SD672183,Long,-2.497814,Lat,53.660152,,,,,,,
Station no,2883/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,6.11,,,,,,,,
February,,,,4.69,,,,,,,,
March,,,,3.74,,,,,,,,
April,,,,1.13,,,,,,,,
May,,,,3.47,,,,,,,,
June,,,,5.36,,,,,,,,
July,,,,9.83,,,,,,,,
August,,,,8.41,,,,,,,,
September,,,,6.98,,,,,,,,
October,,,,10.84,,,,,,,,
November,,,,,,,,,,,,
December,,,2.34,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,2.34,60.56,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
