"BRADLEY GREEN",,,,,,,,,,,,
Grid ref,SO990614,Long,-2.016068,Lat,52.250776,,,,,,,
Station no,2433/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.95,,
February,,,,,,,,,,1.69,,
March,,,,,,,,,,1.29,,
April,,,,,,,,,,1.16,,
May,,,,,,,,,1.00,1.20,,
June,,,,,,,,,1.42,1.52,,
July,,,,,,,,,1.19,3.03,,
August,,,,,,,,,0.68,5.47,,
September,,,,,,,,,0.18,4.42,,
October,,,,,,,,,2.52,4.66,,
November,,,,,,,,,,3.85,,
December,,,,,,,,,4.34,2.34,,
Total,,,,,,,,,,35.58,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.33,35.58,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
