"LOCH SUNART (SALEN) (CARNLIA)",,,,,,,,,,,,
Grid ref,NM687643,Long,-5.781085,Lat,56.712910,,,,,,,
Station no,5392/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,10.09,7.73,,,,,,,,,,
February,5.08,4.93,,,,,,,,,,
March,4.64,5.46,,,,,,,,,,
April,2.44,3.13,,,,,,,,,,
May,1.02,2.34,,,,,,,,,,
June,2.66,5.54,,,,,,,,,,
July,6.97,4.91,,,,,,,,,,
August,5.65,5.70,,,,,,,,,,
September,5.38,6.51,,,,,,,,,,
October,4.05,7.85,,,,,,,,,,
November,10.18,3.90,,,,,,,,,,
December,15.45,8.17,,,,,,,,,,
Total,73.61,66.17,,,,,,,,,,
Calc annual,73.61,66.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
