"GRIZEDALE",,,,,,,,,,,,
Grid ref,SD337941,Long,-3.021221,Lat,54.338128,,,,,,,
Station no,3026/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,7.91,,
March,,,,,,,,,,2.34,,
April,,,,,,,,,,6.28,,
May,,,,,,,,,,3.90,,
June,,,,,,,,,,3.12,,
July,,,,,,,,,,9.38,,
August,,,,,,,,,,4.45,,
September,,,,,,,,,,5.70,,
October,,,,,,,,,,5.52,,
November,,,,,,,,,,14.05,,
December,,,,,,,,,,8.21,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.86,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
