"BURY (GIN HALL) NO.2",,,,,,,,,,,,
Grid ref,SD807141,Long,-2.293270,Lat,53.623077,,,,,,,
Station no,2867,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.22,5.76,2.10,4.71,3.43,6.61,4.33,4.71,3.60,6.38,,
February,3.20,1.66,1.87,4.14,2.59,1.26,3.38,7.60,0.67,3.32,,
March,5.41,3.12,2.46,3.41,2.13,1.82,4.46,2.57,2.33,1.34,,
April,2.52,3.89,3.63,0.90,2.85,3.87,0.75,1.57,3.22,2.92,,
May,1.98,2.71,2.57,3.33,4.00,2.01,2.63,4.72,1.12,2.71,,
June,1.76,4.26,2.79,3.87,4.06,2.32,2.17,5.22,3.79,1.55,,
July,2.96,2.61,6.35,6.03,1.18,6.28,6.29,3.98,4.37,8.08,,
August,4.28,5.49,5.61,6.56,1.39,10.70,6.38,6.20,0.51,5.82,,
September,3.54,3.92,5.86,5.95,3.58,3.84,6.76,5.74,0.39,3.46,,
October,1.20,5.11,2.07,8.92,2.62,3.58,6.89,4.60,5.18,5.40,,
November,9.18,2.76,5.47,6.89,2.34,1.90,2.13,2.16,4.74,7.97,,
December,9.08,4.94,2.10,8.00,6.62,5.01,5.50,5.33,8.75,5.31,,
Total,50.33,46.23,42.88,62.71,36.79,49.20,51.67,54.40,38.67,54.26,,
Calc annual,50.33,46.23,42.88,62.71,36.79,49.20,51.67,54.40,38.67,54.26,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
