"BATH (KINGSWOOD SCHOOL)",,,,,,,,,,,,
Grid ref,ST744667,Long,-2.369372,Lat,51.398750,,,,,,,
Station no,1986/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.78,,,,,,,,,
February,4.29,0.90,2.03,,,,2.79,,,2.50,,
March,2.70,2.51,0.74,,,,1.64,,,,,
April,,1.46,2.54,,,,,,,,,
May,2.64,4.61,2.18,,,,,,1.13,1.12,,
June,1.39,2.56,1.56,,,,1.58,,2.17,2.29,,
July,,1.69,3.87,,,,,,,,,
August,,,3.85,,,,,,,,,
September,,,4.27,,,,,,,,,
October,,,1.85,,,,,,2.83,7.71,,
November,,,3.32,,,,1.79,,3.75,4.13,,
December,,,0.71,,,,,,,,,
Total,,,27.70,,,,,,,,,
Calc annual,11.02,13.73,27.70,0.00,0.00,0.00,7.80,0.00,9.88,17.75,,
Difference,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
