"WOKINGHAM (ST CRISPIN'S SCHOOL)",,,,,,,,,,,,
Grid ref,SU821686,Long,-0.820936,Lat,51.410489,,,,,,,
Station no,777/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,3.21,1.44,2.69,2.37,2.10,,
February,,,,,1.29,0.15,2.65,2.14,0.11,1.94,,
March,,,,,0.86,0.37,1.04,1.46,2.97,1.21,,
April,,,,,0.15,1.35,0.38,1.06,2.00,0.41,,
May,,,,,3.96,0.16,1.11,2.04,0.34,2.24,,
June,,,,,2.51,1.87,1.25,3.92,0.70,0.91,,
July,,,,,0.18,1.61,4.59,1.34,3.06,2.45,,
August,,,,,0.67,4.71,2.08,3.64,1.29,3.14,,
September,,,,,1.61,3.15,2.69,3.21,0.40,2.91,,
October,,,,,,,1.93,2.52,2.41,7.25,,
November,,,,,1.56,0.46,2.24,2.35,2.10,3.35,,
December,,,,,2.52,3.33,2.35,2.39,3.37,2.60,,
Total,,,,,,,23.75,28.76,21.12,30.51,,
Calc annual,0.00,0.00,0.00,0.00,15.31,20.37,23.75,28.76,21.12,30.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,,
