"GREAT BOOKHAM (PHOENICA FARM)",,,,,,,,,,,,
Grid ref,TQ143527,Long,-0.363229,Lat,51.262010,,,,,,,
Station no,125/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.58,2.79,,,
February,,,,,,,,2.40,0.07,,,
March,,,,,,,,2.03,2.83,,,
April,,,,,,,,0.87,2.56,,,
May,,,,,,,,2.70,0.83,,,
June,,,,,,,,4.02,0.73,2.02,,
July,,,,,,,,1.98,,,,
August,,,,,,,,3.65,,,,
September,,,,,,,,5.17,,,,
October,,,,,,,,3.61,,,,
November,,,,,,,,1.95,,5.95,,
December,,,,,,,,3.30,,,,
Total,,,,,,,,34.26,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.26,9.81,7.97,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,,
