"SALCEY FOREST HARDLEY HASTINGS (FOREST LODGE)",,,,,,,,,,,,
Grid ref,SP852573,Long,-0.754594,Lat,52.207348,,,,,,,
Station no,1103/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.53,1.44,0.86,0.92,1.95,3.83,1.40,2.73,3.83,3.12,,
February,3.29,0.59,1.07,2.13,1.52,0.40,2.46,3.24,0.03,2.18,,
March,3.64,3.21,0.61,2.53,2.05,0.82,1.90,1.87,3.27,1.71,,
April,2.85,1.99,1.85,0.25,0.73,0.76,0.42,0.88,1.92,0.51,,
May,2.68,2.67,1.86,2.19,4.60,0.41,2.14,2.02,0.42,1.17,,
June,0.80,1.02,1.88,2.33,2.44,2.65,2.18,5.34,0.83,3.15,,
July,1.22,0.30,2.79,3.22,0.11,5.00,2.64,2.41,2.54,3.76,,
August,3.79,3.54,2.63,5.01,0.38,3.56,1.70,2.53,0.61,2.57,,
September,2.78,2.54,1.06,2.73,1.36,1.91,5.32,2.58,0.12,4.14,,
October,0.65,3.63,2.23,2.31,1.44,1.31,1.90,2.16,1.59,5.14,,
November,4.33,3.09,1.90,4.69,1.28,0.67,1.60,1.81,1.83,4.32,,
December,1.71,2.52,0.59,2.16,1.77,2.95,2.33,2.73,4.16,3.10,,
Total,30.27,26.54,19.33,30.47,19.63,24.27,25.99,30.30,21.15,34.87,,
Calc annual,30.27,26.54,19.33,30.47,19.63,24.27,25.99,30.30,21.15,34.87,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,,
