"SALISBURY (FOLKESTONE ROAD)",,,,,,,,,,,,
Grid ref,SU139288,Long,-1.803041,Lat,51.058375,,,,,,,
Station no,1506/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.07,2.52,0.84,1.65,3.26,5.26,2.23,3.72,4.87,4.09,,
February,6.01,0.46,1.56,2.53,1.48,0.31,3.86,2.89,0.19,2.94,,
March,3.81,2.91,0.57,3.13,1.38,0.70,1.98,1.97,3.91,1.89,,
April,3.36,2.12,2.26,0.17,0.36,1.44,0.25,0.70,2.75,1.38,,
May,2.80,2.94,1.82,3.31,3.69,0.35,1.65,2.25,0.85,1.08,,
June,0.37,1.27,2.06,3.01,3.26,1.73,1.41,4.21,1.11,2.76,,
July,0.98,0.84,2.60,2.13,0.73,2.51,3.98,1.80,2.21,3.30,,
August,5.38,4.14,2.18,3.76,0.24,3.63,2.58,6.07,1.07,3.51,,
September,3.84,3.24,2.25,2.49,1.18,2.95,3.16,4.27,0.11,4.63,,
October,0.69,4.24,3.55,2.77,3.11,2.08,2.37,3.46,2.57,9.80,,
November,9.72,2.90,1.96,7.17,3.18,0.83,2.30,2.49,4.27,4.94,,
December,3.00,2.39,0.75,3.26,3.98,4.64,3.03,3.31,7.76,3.57,,
Total,43.03,29.97,22.40,35.38,25.85,26.43,28.80,37.14,31.67,43.89,,
Calc annual,43.03,29.97,22.40,35.38,25.85,26.43,28.80,37.14,31.67,43.89,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
