"CORRIEHALLIE LODGE",,,,,,,,,,,,
Grid ref,NH377499,Long,-4.710871,Lat,57.510112,,,,,,,
Station no,5770/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.18,3.93,,,,,,,,,,
February,4.72,2.48,,,,,,,,,,
March,4.83,1.86,,,,,,,,,,
April,3.98,,,,,,,,,,,
May,1.97,,,,,,,,,,,
June,2.41,,,,,,,,,,,
July,1.71,,,,,,,,,,,
August,2.11,,,,,,,,,,,
September,1.04,,,,,,,,,,,
October,1.55,,,,,,,,,,,
November,5.05,,,,,,,,,,,
December,7.90,,,,,,,,,,,
Total,41.45,,,,,,,,,,,
Calc annual,41.45,8.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
