"DRAYCOTT (CRESSWELL P.S.)",,,,,,,,,,,,
Grid ref,SJ974394,Long,-2.040145,Lat,52.951972,,,,,,,
Station no,2363/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.90,4.36,1.14,1.85,3.41,4.99,2.81,3.05,3.55,5.79,,
February,3.20,1.37,2.45,3.02,2.69,0.80,2.84,5.41,0.68,2.27,,
March,5.09,3.03,1.55,2.36,3.26,1.95,2.91,2.07,2.68,1.88,,
April,2.88,3.48,3.18,0.63,1.86,1.58,0.38,1.07,3.25,1.68,,
May,3.11,2.35,2.80,2.63,3.51,0.90,1.18,3.49,0.77,2.04,,
June,1.98,3.07,2.67,3.92,3.60,2.47,1.88,4.89,1.42,3.29,,
July,1.78,3.37,3.76,3.87,0.66,4.08,4.68,4.17,1.92,3.69,,
August,5.77,1.96,2.68,4.39,1.07,6.10,5.36,3.06,1.51,4.84,,
September,3.02,2.04,2.41,4.02,3.30,2.99,6.67,5.02,0.27,5.69,,
October,0.90,4.26,1.76,5.74,1.85,2.08,2.58,3.33,2.19,4.67,,
November,8.63,1.97,1.84,5.82,2.41,1.71,1.85,1.90,4.00,4.85,,
December,3.43,4.27,1.41,4.75,3.30,4.15,2.37,3.81,4.77,3.55,,
Total,42.69,35.53,27.65,43.00,30.92,33.80,35.51,41.27,27.01,44.24,,
Calc annual,42.69,35.53,27.65,43.00,30.92,33.80,35.51,41.27,27.01,44.24,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
