"PENDLE HILL (BUTTOCK)",,,,,,,,,,,,
Grid ref,SD807401,Long,-2.294903,Lat,53.856763,,,,,,,
Station no,2986/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.80,7.39,2.62,5.57,3.23,5.45,6.68,3.81,4.04,7.55,,
February,4.16,1.86,3.87,3.49,3.46,1.71,3.55,9.98,1.54,3.37,,
March,5.87,3.02,2.53,3.35,1.80,2.56,5.93,2.50,2.05,1.67,,
April,3.18,3.21,3.74,1.73,3.51,3.14,1.03,2.10,3.38,3.71,,
May,2.01,2.08,2.89,3.63,4.55,3.41,2.24,6.34,1.91,2.10,,
June,1.21,4.79,2.81,4.58,4.62,3.12,2.80,5.73,3.83,1.89,,
July,5.04,3.85,7.70,9.97,1.33,6.36,8.38,4.29,5.16,12.62,,
August,6.88,9.72,7.77,9.65,1.15,15.02,7.51,4.65,0.74,7.39,,
September,5.08,6.88,5.97,8.92,4.24,6.17,8.61,6.51,0.58,3.42,,
October,1.55,3.84,1.88,11.88,3.55,3.63,10.27,4.43,7.73,3.72,,
November,9.91,3.10,7.82,6.72,2.06,2.48,2.20,2.52,6.16,8.35,,
December,13.54,5.29,3.34,9.39,8.86,5.97,7.97,4.62,8.17,6.33,,
Total,64.23,55.03,52.94,78.88,42.36,59.02,67.17,57.48,45.29,62.12,,
Calc annual,64.23,55.03,52.94,78.88,42.36,59.02,67.17,57.48,45.29,62.12,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
