"KEGWORTH (KINGSTON HALL)",,,,,,,,,,,,
Grid ref,SK508277,Long,-1.247206,Lat,52.844419,,,,,,,
Station no,2588/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.21,1.00,1.36,2.34,3.33,1.69,2.63,2.12,5.21,,
February,,0.50,1.53,2.11,2.06,0.64,3.41,3.38,0.20,1.77,,
March,,2.45,1.04,1.79,2.85,1.08,1.73,1.77,1.51,1.65,,
April,,2.11,2.07,0.26,1.08,1.31,0.23,0.65,2.39,1.16,,
May,,3.46,1.96,2.61,3.98,0.47,0.98,2.18,0.46,0.84,,
June,,1.62,2.64,3.11,4.18,2.68,1.54,4.08,0.87,2.56,,
July,,0.40,1.49,2.21,0.90,1.85,2.76,5.17,0.95,3.33,,
August,,1.73,2.45,4.11,0.32,4.39,2.39,2.30,0.67,3.96,,
September,,1.19,1.62,2.44,1.02,2.04,6.30,2.99,0.05,4.37,,
October,,2.45,2.68,3.25,1.78,1.36,1.07,2.54,1.86,4.76,,
November,,1.85,1.46,4.67,1.84,0.84,2.43,-999.00,2.61,2.72,,
December,,2.70,0.98,2.64,1.63,8.26,1.71,2.45,3.40,2.72,,
Total,,22.67,20.92,30.56,23.98,23.25,26.24,31.70,17.09,35.05,,
Calc annual,0.00,22.67,20.92,30.56,23.98,28.25,26.24,30.14,17.09,35.05,,
Difference,NaN,0.00,0.00,-0.00,0.00,-5.00,-0.00,1.56,0.00,-0.00,,
