"CREWKERNE (LYME ROAD)",,,,,,,,,,,,
Grid ref,ST438089,Long,-2.800156,Lat,50.876850,,,,,,,
Station no,2050/9/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,5.26,3.21,4.35,5.80,4.55,,
February,,,,,,0.10,6.88,4.22,0.35,5.36,,
March,,,,,,1.26,3.58,1.93,4.04,2.34,,
April,,,,,,0.90,0.07,0.84,3.82,3.47,,
May,,,,,,0.49,1.82,3.29,0.83,1.44,,
June,,,,,,2.69,2.32,4.18,1.11,1.22,,
July,,,,,,2.85,2.76,2.00,2.16,3.23,,
August,,,,,,4.16,3.10,2.79,1.61,5.42,,
September,,,,,,5.64,3.49,6.16,0.07,5.05,,
October,,,,,,1.61,2.51,3.42,3.41,10.37,,
November,,,,,,0.64,3.28,3.06,7.46,5.86,,
December,,,,,,6.58,4.05,5.35,10.90,4.11,,
Total,,,,,,32.18,37.07,41.59,41.56,52.42,,
Calc annual,0.00,0.00,0.00,0.00,0.00,32.18,37.07,41.59,41.56,52.42,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,,
