"BAWDRIP (BATH ROAD)",,,,,,,,,,,,
Grid ref,ST325391,Long,-2.966372,Lat,51.147164,,,,,,,
Station no,2085/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,4.52,3.20,3.66,,,,,
February,,,,,2.53,0.18,3.33,,,,,
March,,,,3.35,1.20,0.51,2.03,,,,,
April,,,,0.20,1.10,1.48,0.03,,,,,
May,,,,1.53,3.81,0.63,1.51,,,,,
June,,,,2.44,2.48,1.15,2.75,,,,,
July,,,,2.89,0.84,2.27,2.98,,,,,
August,,,,2.60,0.74,3.19,2.62,,,,,
September,,,,3.41,0.85,3.56,3.44,,,,,
October,,,,2.67,1.31,1.95,2.10,,,,,
November,,,,5.33,3.35,0.85,2.19,,,,,
December,,,,2.81,4.33,3.49,2.14,,,,,
Total,,,,,27.06,22.46,28.78,,,,,
Calc annual,0.00,0.00,0.00,27.23,27.06,22.46,28.78,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,-0.00,0.00,-0.00,NaN,NaN,NaN,,
