"HALIFAX W.W. (GORPLE RES.)",,,,,,,,,,,,
Grid ref,SD944308,Long,-2.086449,Lat,53.773507,,,,,,,
Station no,3258,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.37,8.06,2.04,5.41,4.05,7.24,5.57,6.44,4.27,7.02,,
February,4.97,1.73,4.16,4.79,3.90,2.06,5.36,9.92,1.05,5.82,,
March,5.46,2.58,2.36,4.18,2.82,2.19,4.98,2.91,2.64,2.09,,
April,3.19,3.43,4.82,1.03,2.68,4.04,0.45,1.98,5.14,3.73,,
May,3.42,2.23,3.17,4.31,5.41,2.14,1.87,6.34,2.79,2.74,,
June,1.55,2.86,6.87,3.76,3.59,3.52,2.87,5.55,3.55,1.88,,
July,4.33,3.21,5.77,6.25,1.03,6.38,6.42,4.54,3.01,7.16,,
August,5.19,7.02,6.98,8.75,1.46,11.48,8.04,4.14,0.72,6.62,,
September,3.26,4.83,4.66,7.00,3.64,4.88,7.89,5.65,0.40,3.67,,
October,1.52,6.49,2.61,10.10,3.42,3.02,7.23,5.30,6.85,6.93,,
November,10.25,3.46,5.90,9.37,3.37,2.42,3.22,2.20,6.69,9.45,,
December,10.29,5.56,2.37,10.26,7.11,6.91,7.60,5.27,10.90,6.50,,
Total,59.80,51.46,51.71,75.21,42.48,56.28,61.50,60.24,48.01,63.61,,
Calc annual,59.80,51.46,51.71,75.21,42.48,56.28,61.50,60.24,48.01,63.61,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
