"WISLEY (GUTFALL WORKS)",,,,,,,,,,,,
Grid ref,TQ061599,Long,-0.478569,Lat,51.328311,,,,,,,
Station no,225,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.09,1.94,0.87,1.29,2.44,3.98,1.52,2.07,2.18,2.22,,
February,5.90,0.78,1.46,2.36,1.34,0.34,3.16,1.84,0.06,2.14,,
March,3.47,2.74,0.36,2.09,0.93,0.56,1.10,1.39,2.43,1.51,,
April,2.68,1.39,1.83,0.23,0.18,1.12,0.33,1.06,2.20,0.66,,
May,2.52,1.87,1.35,2.25,3.55,0.21,1.57,2.52,0.66,1.78,,
June,0.93,1.84,1.25,3.70,2.10,1.83,0.91,3.56,0.56,1.56,,
July,1.73,0.53,3.50,2.73,0.31,4.64,2.96,2.70,2.95,2.46,,
August,2.93,3.30,1.54,2.56,1.02,3.74,1.93,3.27,1.87,3.93,,
September,2.15,2.99,1.64,2.59,1.30,2.63,2.93,3.57,0.06,2.59,,
October,0.52,2.71,3.13,1.91,2.90,1.72,1.52,2.29,2.84,6.53,,
November,6.25,2.82,1.25,3.92,1.30,0.67,2.48,1.94,2.85,4.19,,
December,2.11,1.98,0.65,2.06,2.22,3.21,2.08,2.69,4.23,2.76,,
Total,34.28,24.89,18.83,27.69,19.59,24.65,22.49,28.90,22.89,32.33,,
Calc annual,34.28,24.89,18.83,27.69,19.59,24.65,22.49,28.90,22.89,32.33,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,,
