"DARTMOOR (BEARDOWN TOR)",,,,,,,,,,,,
Grid ref,SX603775,Long,-3.974528,Lat,50.580483,,,,,,,
Station no,1710/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,11.20,,,,,,,,,,,
February,9.20,,,,,,,,,,,
March,8.94,,,,,,,,,,,
April,4.14,,,,,,,,,,,
May,3.95,,,,,,,,,,,
June,3.15,,,,,,,,,,,
July,3.13,,,,,,,,,,,
August,12.79,,,,,,,,,,,
September,8.23,,,,,,,,,,,
October,2.72,,,,,,,,,,,
November,14.62,,,,,,,,,,,
December,9.43,,,,,,,,,,,
Total,91.50,,,,,,,,,,,
Calc annual,91.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
