"BAMFORD (ENGINEERS OFFICE)",,,,,,,,,,,,
Grid ref,SK202829,Long,-1.698067,Lat,53.342617,,,,,,,
Station no,2682,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.10,5.12,1.63,4.23,2.70,7.02,2.89,4.49,3.71,6.84,,
February,5.57,1.51,2.28,3.40,2.36,1.31,3.08,6.35,0.29,2.80,,
March,5.56,2.08,2.83,2.55,3.79,1.81,3.52,2.73,1.98,2.61,,
April,2.01,3.10,3.35,0.65,1.44,1.80,0.34,1.16,3.89,2.26,,
May,3.17,3.22,2.36,3.52,5.01,0.64,1.44,3.82,1.38,2.12,,
June,1.20,2.15,3.05,2.57,3.09,3.71,1.89,4.66,2.14,1.55,,
July,1.54,1.51,3.75,3.37,2.14,6.85,3.91,6.33,2.53,5.28,,
August,4.96,2.20,4.26,6.83,0.94,6.92,7.76,3.60,0.50,4.08,,
September,2.31,4.39,2.13,4.12,1.58,4.32,6.30,4.34,0.08,4.31,,
October,0.96,7.16,2.14,4.94,3.30,2.95,2.93,3.90,3.42,6.52,,
November,9.78,3.36,2.47,6.76,2.60,1.90,2.65,1.11,5.48,6.15,,
December,5.64,4.03,1.65,6.63,5.31,5.54,4.82,5.24,6.93,4.75,,
Total,46.80,39.83,31.90,49.57,34.26,44.77,41.53,47.73,32.33,49.27,,
Calc annual,46.80,39.83,31.90,49.57,34.26,44.77,41.53,47.73,32.33,49.27,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
