"KEMPSEY (KINGSHURST)",,,,,,,,,,,,
Grid ref,SO852489,Long,-2.217661,Lat,52.138196,,,,,,,
Station no,2398/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.30,1.99,0.48,,,,,,,,,
February,3.09,0.61,1.41,,,,,,,,,
March,3.53,2.11,1.15,,,,,,,,,
April,2.53,2.04,2.18,,,,,,,,,
May,3.46,3.11,2.36,,,,,,,,,
June,0.84,1.96,1.53,,,,,,,,,
July,0.78,0.65,2.96,,,,,,,,,
August,4.11,4.61,3.65,,,,,,,,,
September,1.78,1.19,2.00,,,,,,,,,
October,0.97,4.16,2.00,,,,,,,,,
November,6.18,2.61,0.99,,,,,,,,,
December,2.13,3.14,1.29,,,,,,,,,
Total,31.70,28.18,22.00,,,,,,,,,
Calc annual,31.70,28.18,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
