"EDINGTON",,,,,,,,,,,,
Grid ref,ST388397,Long,-2.876420,Lat,51.153269,,,,,,,
Station no,2007,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.29,2.67,0.71,2.80,2.84,3.88,,,,,,
February,3.28,1.15,1.52,2.87,2.74,0.31,,,,,,
March,3.74,2.45,0.73,3.83,1.12,0.83,,,,,,
April,4.68,2.39,3.08,0.51,1.10,1.50,,,,,,
May,3.23,3.38,1.50,2.67,3.65,0.78,,,,,,
June,1.28,2.56,2.59,3.21,2.79,1.66,,,,,,
July,2.56,0.39,3.07,3.42,0.71,3.03,,,,,,
August,5.20,3.74,2.30,3.37,0.82,3.02,,,,,,
September,2.32,3.61,2.87,3.63,1.97,3.35,,,,,,
October,1.11,4.32,2.78,2.89,1.62,1.39,,,,,,
November,6.67,4.49,2.15,6.03,3.97,1.39,,,,,,
December,2.51,3.31,1.03,3.17,4.73,3.22,,,,,,
Total,39.87,34.46,24.33,38.40,28.06,24.36,,,,,,
Calc annual,39.87,34.46,24.33,38.40,28.06,24.36,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,,
