"BOSCASTLE WELLTOWN MANOR",,,,,,,,,,,,
Grid ref,SX088903,Long,-4.707786,Lat,50.680868,,,,,,,
Station no,1893/9/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.82,5.57,,,,,,,,,,
February,3.83,1.28,,,,,,,,,,
March,5.47,5.13,,,,,,,,,,
April,2.67,3.47,,,,,,,,,,
May,3.46,3.73,,,,,,,,,,
June,1.01,1.34,,,,,,,,,,
July,1.32,1.37,,,,,,,,,,
August,6.16,5.24,,,,,,,,,,
September,3.55,6.49,,,,,,,,,,
October,1.98,,,,,,,,,,,
November,7.94,,,,,,,,,,,
December,7.01,,,,,,,,,,,
Total,50.22,,,,,,,,,,,
Calc annual,50.22,33.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
