"BISHOPS WALTHAM (WINTERSHILL HALL)",,,,,,,,,,,,
Grid ref,SU527184,Long,-1.250956,Lat,50.962621,,,,,,,
Station no,703/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.13,2.32,1.26,1.69,3.47,4.63,2.78,4.65,3.47,4.25,,
February,6.18,0.61,1.62,3.39,1.72,0.20,4.16,2.85,0.08,3.29,,
March,4.81,2.82,0.69,3.33,1.27,0.50,2.32,1.95,3.39,3.01,,
April,3.08,2.01,1.75,0.44,0.42,1.73,0.16,0.74,2.93,1.14,,
May,2.50,2.60,2.66,2.03,4.68,0.21,1.29,2.38,0.31,1.23,,
June,1.10,1.23,2.26,3.46,2.76,2.34,1.84,3.37,0.69,2.71,,
July,2.22,0.28,4.50,2.88,0.96,3.62,5.53,1.79,2.55,4.45,,
August,4.57,3.48,1.78,3.86,0.77,3.91,2.48,3.83,3.19,4.59,,
September,4.21,2.91,4.17,2.97,1.88,3.60,3.13,5.20,0.10,4.93,,
October,1.21,4.87,4.53,3.09,4.71,2.56,2.58,3.60,3.07,7.76,,
November,9.33,3.70,1.83,5.75,3.51,0.91,3.04,3.33,4.19,6.21,,
December,2.84,2.56,0.90,3.37,4.57,4.98,2.92,4.88,6.87,4.07,,
Total,46.18,29.39,27.95,36.26,30.72,29.19,32.23,38.57,30.84,47.64,,
Calc annual,46.18,29.39,27.95,36.26,30.72,29.19,32.23,38.57,30.84,47.64,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
