"ANNAGHANOON",,,,,,,,,,,,
Grid ref,IJ109534,Long,-6.292206,Lat,54.417205,,,,,,,
Station no,6204,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.43,3.63,1.04,1.90,3.28,2.46,,,,,,
February,2.75,0.85,1.13,3.94,3.35,1.24,,,,,,
March,1.88,1.16,0.38,2.96,1.14,,,,,,,
April,1.32,1.51,1.74,0.47,1.94,,,,,,,
May,1.96,1.08,1.31,3.78,2.19,,,,,,,
June,2.67,2.73,2.16,1.82,3.49,,,,,,,
July,3.75,1.27,5.25,3.16,1.64,,,,,,,
August,4.30,4.01,4.04,2.39,4.68,,,,,,,
September,1.86,1.24,2.83,4.69,3.47,,,,,,,
October,0.68,3.77,1.83,4.98,1.90,,,,,,,
November,5.25,2.33,2.24,4.71,2.17,,,,,,,
December,3.51,3.04,2.82,3.58,3.62,,,,,,,
Total,32.36,26.62,26.77,38.38,32.87,,,,,,,
Calc annual,32.36,26.62,26.77,38.38,32.87,3.70,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
