"GRANTHAM PARK",,,,,,,,,,,,
Grid ref,SK916368,Long,-0.639027,Lat,52.920816,,,,,,,
Station no,2534/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,3.26,,
August,,,,,,,,,,3.82,,
September,,,,,,,,,,3.50,,
October,,,,,,,,,,5.42,,
November,,,,,,,,,,2.77,,
December,,,,,,,,,,3.84,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.61,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
