"CARLUKE (LAW JUNCTION)",,,,,,,,,,,,
Grid ref,NS831523,Long,-3.863988,Lat,55.749908,,,,,,,
Station no,5168/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.31,3.32,1.17,,,,,,,,,
February,2.36,0.79,1.20,,,,,,,,,
March,2.13,1.33,0.57,,,,,,,,,
April,2.42,1.76,1.97,,,,,,,,,
May,1.74,1.77,1.55,,,,,,,,,
June,2.50,2.10,1.12,,,,,,,,,
July,2.31,2.67,3.69,,,,,,,,,
August,4.75,3.74,,,,,,,,,,
September,2.16,1.91,,,,,,,,,,
October,1.20,2.50,,,,,,,,,,
November,4.50,2.43,,,,,,,,,,
December,4.41,2.54,,,,,,,,,,
Total,33.79,26.86,,,,,,,,,,
Calc annual,33.79,26.86,11.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
