"THIRSK (SOUTH VILLA)",,,,,,,,,,,,
Grid ref,SE429818,Long,-1.343413,Lat,54.230121,,,,,,,
Station no,3429,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.80,1.83,0.54,2.08,1.34,4.46,1.44,2.33,2.09,4.02,,
February,2.51,0.46,1.70,2.41,1.64,2.05,2.16,3.65,0.41,2.00,,
March,2.56,1.94,0.04,1.84,1.90,0.69,1.42,1.66,1.06,1.07,,
April,1.21,1.40,2.25,0.34,1.21,1.38,0.34,0.74,2.14,0.77,,
May,3.79,1.71,1.71,2.55,1.67,0.42,1.30,2.91,0.53,0.89,,
June,1.20,2.56,2.99,2.89,2.17,3.25,1.93,2.59,1.76,0.53,,
July,3.61,1.28,2.28,2.78,1.10,4.81,5.04,2.34,1.30,4.83,,
August,5.94,2.08,3.71,5.01,0.83,8.06,4.67,1.64,0.46,3.19,,
September,2.94,3.33,1.66,1.81,1.06,2.46,3.04,2.80,0.18,2.61,,
October,1.02,3.29,2.12,4.00,1.68,1.21,1.85,1.67,1.38,5.07,,
November,5.94,1.41,2.38,4.13,2.50,0.95,1.08,0.75,3.51,4.00,,
December,2.72,1.45,1.14,1.93,2.51,2.38,2.44,2.31,3.13,2.70,,
Total,35.24,22.74,22.52,31.77,19.61,32.12,26.71,25.39,17.95,31.68,,
Calc annual,35.24,22.74,22.52,31.77,19.61,32.12,26.71,25.39,17.95,31.68,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
