"DENSHAW (NEW YEAR'S BR.)",,,,,,,,,,,,
Grid ref,SD986107,Long,-2.022624,Lat,53.592875,,,,,,,
Station no,3106,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.72,4.33,1.91,4.25,3.10,5.05,4.84,4.60,4.60,7.10,,
February,2.94,1.37,2.06,3.45,2.90,2.34,3.58,6.66,0.51,3.60,,
March,5.23,3.02,2.46,3.35,2.83,1.70,4.32,2.87,2.30,1.66,,
April,2.92,3.86,3.68,0.86,2.56,3.05,0.62,1.68,4.54,2.74,,
May,2.87,2.92,2.99,3.69,4.39,2.27,1.55,4.81,2.53,2.19,,
June,0.88,3.53,3.13,3.85,3.52,3.86,2.44,5.67,2.77,2.16,,
July,4.55,3.17,7.91,6.12,1.33,6.72,4.75,4.70,4.35,9.04,,
August,6.47,4.50,6.13,7.27,0.77,12.97,5.80,5.32,0.79,6.68,,
September,3.37,3.88,3.26,6.22,3.08,4.63,6.60,6.26,0.44,3.75,,
October,1.43,5.98,2.56,8.60,2.34,3.42,6.65,4.61,4.76,5.92,,
November,9.11,2.58,5.18,6.65,2.25,1.99,3.26,1.85,4.96,7.96,,
December,7.90,4.17,2.03,6.76,6.12,4.89,4.86,4.78,7.29,5.47,,
Total,52.39,43.31,43.30,61.07,35.19,52.89,49.27,53.81,39.84,58.27,,
Calc annual,52.39,43.31,43.30,61.07,35.19,52.89,49.27,53.81,39.84,58.27,,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
