"STRATHCONON (SCARDROY)",,,,,,,,,,,,
Grid ref,NH212516,Long,-4.987140,Lat,57.519149,,,,,,,
Station no,5770/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.05,4.15,6.55,,,,,,,,,
February,3.90,3.05,4.95,,,,,,,,,
March,3.10,3.55,2.90,,,,,,,,,
April,6.05,2.45,5.10,,,,,,,,,
May,1.80,2.85,4.20,,,,,,,,,
June,1.45,3.55,2.05,,,,,,,,,
July,2.75,4.80,4.60,,,,,,,,,
August,5.25,4.85,4.35,,,,,,,,,
September,3.35,7.45,5.05,,,,,,,,,
October,2.60,8.50,,,,,,,,,,
November,6.70,5.35,,,,,,,,,,
December,14.30,6.60,,,,,,,,,,
Total,57.30,57.15,,,,,,,,,,
Calc annual,57.30,57.15,39.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
