"DAVENTRY (TUNNEL END)",,,,,,,,,,,,
Grid ref,SP576651,Long,-1.157109,Lat,52.281035,,,,,,,
Station no,1114,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.31,1.62,,,,,,,,,,
February,2.84,0.74,,,,,,,,,,
March,3.11,2.31,,,,,,,,,,
April,3.08,1.98,,,,,,,,,,
May,2.89,,,,,,,,,,,
June,0.74,,,,,,,,,,,
July,1.10,,,,,,,,,,,
August,5.45,,,,,,,,,,,
September,1.38,,,,,,,,,,,
October,0.97,,,,,,,,,,,
November,4.99,,,,,,,,,,,
December,1.75,,,,,,,,,,,
Total,30.61,,,,,,,,,,,
Calc annual,30.61,6.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
