"BALDERSDALE HURY RESERVOIR",,,,,,,,,,,,
Grid ref,NY967192,Long,-2.052553,Lat,54.568012,,,,,,,
Station no,3494,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.12,3.14,0.94,3.70,2.40,3.84,4.44,2.69,2.46,5.29,,
February,3.32,0.78,1.33,1.87,1.48,1.99,2.88,6.09,0.48,2.44,,
March,3.59,1.58,0.69,1.84,1.88,2.24,1.88,2.54,1.39,2.21,,
April,2.91,1.57,3.02,0.72,0.81,0.96,0.42,1.32,2.82,2.18,,
May,2.83,2.01,2.58,5.00,2.72,1.00,1.94,4.53,0.36,1.90,,
June,0.86,1.47,2.31,2.60,2.10,2.31,1.23,3.42,1.64,1.07,,
July,1.05,1.31,3.03,2.28,1.14,3.42,4.48,2.89,2.04,4.31,,
August,3.22,3.67,5.15,5.06,1.42,7.53,5.75,4.00,0.77,2.62,,
September,1.84,3.56,2.68,5.10,1.86,4.38,3.67,4.07,1.21,2.79,,
October,0.89,3.52,1.64,7.09,2.17,2.70,3.62,2.40,3.04,6.68,,
November,8.66,2.28,3.44,6.64,1.91,1.33,1.90,0.79,4.81,5.69,,
December,7.98,2.84,1.61,4.32,7.13,5.00,4.16,4.66,6.42,5.06,,
Total,40.27,27.73,28.42,46.22,27.02,36.70,36.37,39.40,27.44,42.24,,
Calc annual,40.27,27.73,28.42,46.22,27.02,36.70,36.37,39.40,27.44,42.24,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
