"PULBOROUGH (PARHAM)",,,,,,,,,,,,
Grid ref,TQ060143,Long,-0.493397,Lat,50.918436,,,,,,,
Station no,451/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.37,3.42,1.28,1.82,4.57,4.84,3.37,4.61,3.68,3.02,,
February,7.12,1.13,1.61,2.67,2.35,0.24,5.52,2.96,0.20,3.94,,
March,5.08,2.93,0.27,4.26,1.43,0.46,1.94,2.56,2.40,2.08,,
April,2.59,2.22,2.48,0.41,0.29,1.57,0.09,1.02,2.95,1.14,,
May,2.85,2.04,1.86,2.12,4.31,0.49,1.15,3.20,0.88,1.61,,
June,3.18,1.29,1.75,3.43,2.72,1.87,1.90,3.94,1.00,1.77,,
July,3.03,0.75,4.24,3.52,0.42,4.59,4.98,1.68,1.17,4.99,,
August,5.75,2.30,1.95,3.02,1.46,4.84,2.63,3.80,1.57,5.15,,
September,3.62,3.83,3.96,2.68,2.15,4.88,3.81,3.87,0.07,4.79,,
October,2.21,4.24,3.43,2.85,3.09,1.80,1.78,4.54,3.20,6.96,,
November,7.32,4.03,1.48,6.91,1.85,0.69,2.98,2.12,3.73,8.01,,
December,3.84,3.17,0.92,3.22,4.60,5.73,2.83,5.24,9.16,5.07,,
Total,50.96,31.35,25.23,36.91,29.24,32.00,32.98,39.54,30.01,48.53,,
Calc annual,50.96,31.35,25.23,36.91,29.24,32.00,32.98,39.54,30.01,48.53,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
