"LEATHERHEAD (ELMER SOFTENING WORKS)(+A) SURREY",,,,,,,,,,,,
Grid ref,TQ160557,Long,-0.337903,Lat,51.288631,,,,,,,
Station no,130,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.77,2.27,1.14,1.18,2.58,3.77,1.57,2.14,2.49,2.94,,
February,7.24,0.70,1.39,2.20,1.51,0.22,3.66,1.54,0.05,2.29,,
March,3.63,2.23,0.39,2.17,1.22,0.67,0.94,1.54,2.48,1.71,,
April,2.55,1.31,2.43,0.30,0.25,1.40,0.37,1.07,2.27,0.69,,
May,2.40,1.90,1.81,1.87,4.15,0.23,1.50,2.72,0.74,1.97,,
June,0.92,1.43,1.68,4.36,2.29,2.21,1.25,3.62,0.52,1.53,,
July,2.12,0.71,3.17,2.81,1.75,5.03,3.41,1.62,1.86,2.55,,
August,3.62,3.91,1.49,3.16,1.12,3.05,3.52,2.98,1.33,2.77,,
September,3.28,2.68,3.11,1.91,1.57,2.06,2.73,4.77,0.15,2.39,,
October,0.82,3.18,3.60,2.33,3.40,1.45,1.63,2.90,2.75,6.30,,
November,7.88,3.17,1.46,5.48,1.07,0.74,2.92,1.89,3.76,4.58,,
December,2.79,2.18,0.55,2.17,2.59,3.73,2.17,3.01,5.11,2.96,,
Total,41.02,25.67,22.22,29.94,23.50,24.56,25.67,29.80,23.51,32.68,,
Calc annual,41.02,25.67,22.22,29.94,23.50,24.56,25.67,29.80,23.51,32.68,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
