"GARSTANG (GRIZEDALE INTAKE)",,,,,,,,,,,,
Grid ref,SD541496,Long,-2.700708,Lat,53.940465,,,,,,,
Station no,3062,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.00,5.20,2.08,5.00,2.65,5.00,4.45,4.85,3.44,5.70,,
February,4.05,1.20,1.99,3.50,2.10,1.00,3.50,5.90,1.15,3.65,,
March,5.85,3.00,0.75,2.95,1.85,1.15,3.60,1.90,2.60,1.90,,
April,2.50,3.75,3.41,1.00,2.90,2.50,0.50,1.80,3.90,3.00,,
May,2.46,2.60,2.85,3.25,3.75,2.75,2.65,5.99,2.30,3.10,,
June,1.55,4.65,3.40,5.80,4.10,2.78,2.30,4.51,3.98,1.72,,
July,4.00,2.25,5.20,8.10,1.42,4.50,5.90,3.90,5.57,7.80,,
August,4.52,8.80,5.55,8.50,1.20,14.10,5.08,4.00,0.37,6.77,,
September,4.25,3.75,6.00,7.25,2.92,3.95,8.05,5.65,0.47,4.10,,
October,2.25,4.60,2.24,10.50,2.60,3.75,6.69,4.50,4.20,3.80,,
November,8.90,2.08,5.20,7.00,2.55,1.90,1.75,2.05,6.40,8.80,,
December,10.20,3.80,2.40,5.68,4.54,4.97,4.55,4.70,9.42,4.51,,
Total,55.53,45.68,41.07,68.53,32.58,48.35,49.02,49.75,43.80,54.85,,
Calc annual,55.53,45.68,41.07,68.53,32.58,48.35,49.02,49.75,43.80,54.85,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
