"STRATHAVEN (GLENGAVEL RES)",,,,,,,,,,,,
Grid ref,NS663351,Long,-4.123064,Lat,55.591120,,,,,,,
Station no,5189/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.66,5.95,4.18,5.94,3.24,3.49,6.05,4.52,1.54,5.90,,
February,3.08,2.15,2.55,3.69,1.99,2.21,3.34,4.11,3.13,4.27,,
March,4.60,2.47,1.18,3.54,2.05,3.33,4.72,1.65,2.90,2.32,,
April,4.18,3.57,3.44,2.42,3.42,1.54,3.46,2.23,3.82,3.45,,
May,2.15,2.38,3.17,3.91,4.43,3.19,3.53,3.75,2.10,1.88,,
June,2.57,4.21,1.30,5.46,2.82,3.87,3.04,3.07,4.22,2.25,,
July,5.39,4.82,7.27,5.84,2.18,5.80,4.91,4.36,7.70,4.46,,
August,6.67,4.38,3.88,6.81,2.13,7.27,6.60,5.99,1.45,3.65,,
September,5.18,3.88,5.76,8.41,5.39,4.97,3.70,4.67,1.47,3.24,,
October,1.62,4.49,3.35,11.48,3.23,5.30,6.70,4.31,8.47,3.00,,
November,7.91,3.56,9.18,8.85,2.14,2.34,3.06,2.35,7.42,7.75,,
December,9.81,5.38,5.42,9.57,9.55,7.58,7.22,6.37,7.45,8.54,,
Total,58.82,47.24,50.68,75.92,42.57,50.89,56.33,47.38,51.67,50.71,,
Calc annual,58.82,47.24,50.68,75.92,42.57,50.89,56.33,47.38,51.67,50.71,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
