"LOCH ARKLET ( CORRIEHICHON )",,,,,,,,,,,,
Grid ref,NN374085,Long,-4.625335,Lat,56.241131,,,,,,,
Station no,5376,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.80,8.00,8.00,9.00,5.80,7.50,13.90,9.50,3.00,5.00,,
February,7.00,3.50,7.00,6.50,4.20,3.16,7.50,3.60,4.40,8.00,,
March,4.30,9.50,3.50,8.50,2.00,4.80,9.40,2.90,8.80,3.40,,
April,6.00,4.60,5.30,3.80,6.30,3.00,3.80,4.90,5.90,10.20,,
May,2.50,2.60,5.20,6.00,5.40,5.80,4.40,6.80,2.30,5.00,,
June,4.00,6.80,1.90,5.70,5.10,5.50,3.00,3.90,4.10,4.30,,
July,6.10,4.30,9.50,5.30,1.10,8.50,7.50,5.30,8.20,7.80,,
August,9.10,7.30,5.50,8.70,1.70,7.90,7.90,9.10,3.90,5.80,,
September,7.00,5.10,12.00,12.50,8.40,9.40,5.40,7.60,2.00,4.50,,
October,3.10,9.00,8.90,15.90,7.80,5.90,10.60,9.20,9.00,-999.00,,
November,13.00,3.10,16.00,15.70,5.20,4.60,3.60,3.10,9.00,-999.00,,
December,12.20,8.30,10.30,19.10,16.90,13.50,10.50,10.10,15.10,-999.00,,
Total,82.10,72.10,93.10,116.70,69.90,79.56,87.50,76.00,75.70,,,
Calc annual,82.10,72.10,93.10,116.70,69.90,79.56,87.50,76.00,75.70,54.00,,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
