"BRIDGEWATER (NORTHMOOR P.S.)",,,,,,,,,,,,
Grid ref,ST332330,Long,-2.955234,Lat,51.092403,,,,,,,
Station no,2080/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.44,2.43,0.48,2.18,3.88,3.19,2.11,1.86,2.89,3.16,,
February,3.54,0.75,1.03,2.13,2.22,0.16,3.17,2.71,0.34,2.71,,
March,3.27,2.36,0.53,4.17,1.09,0.55,1.59,0.62,2.71,1.77,,
April,3.22,2.00,2.87,0.18,1.05,1.40,0.03,0.49,2.44,2.53,,
May,2.46,3.20,1.51,1.80,3.87,0.41,1.32,2.27,0.81,1.12,,
June,0.60,1.70,2.28,2.18,2.28,1.35,2.35,2.87,0.80,0.89,,
July,2.00,0.38,2.11,2.86,0.83,1.84,2.96,1.66,1.52,3.85,,
August,3.96,4.28,2.57,2.71,0.61,3.37,3.28,2.82,0.79,5.04,,
September,2.14,2.66,2.42,3.20,1.04,4.48,2.96,3.95,0.07,3.07,,
October,1.06,3.50,2.27,1.81,1.28,1.95,1.71,1.61,2.99,9.57,,
November,6.41,4.34,1.62,5.90,4.10,0.66,2.21,2.67,4.62,2.43,,
December,2.16,2.38,0.66,2.93,4.81,3.72,2.40,3.27,5.70,3.27,,
Total,33.26,29.98,20.35,32.05,27.06,23.08,26.09,26.80,25.68,39.41,,
Calc annual,33.26,29.98,20.35,32.05,27.06,23.08,26.09,26.80,25.68,39.41,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
